team,conf,seed,barthag,adj_o,adj_d,adj_t,wab,year
Kansas,B12,1,0.982498,121.369,85.5065,68.6453,9.9276476480053,2008
Memphis,CUSA,1,0.971452,116.963,86.0686,70.1847,8.925489065997,2008
UCLA,P10,1,0.966392,116.196,86.7657,66.074,10.766958948889,2008
North Carolina,ACC,1,0.965916,122.927,91.9077,74.6909,11.896896582733,2008
Wisconsin,B10,3,0.959993,112.57,85.3906,63.1199,8.26890641984,2008
Louisville,BE,3,0.951439,112.087,86.5361,67.1763,4.7412692436825,2008
Duke,ACC,2,0.948805,115.836,89.864,73.4556,8.913860383533,2008
Texas,B12,2,0.947598,120.612,93.7695,64.7266,8.4030046190974,2008
Georgetown,BE,2,0.947187,112.955,87.8797,62.9437,7.6637136252657,2008
Washington St.,P10,4,0.935891,113.361,89.788,60.0062,4.9080800987641,2008
Stanford,P10,3,0.932028,112.796,89.8285,65.1452,6.734747214975,2008
Marquette,BE,6,0.930447,114.135,91.0908,68.5684,3.8495779879165,2008
Clemson,ACC,5,0.929922,113.184,90.3951,69.5958,4.4027354803279,2008
Tennessee,SEC,2,0.929015,114.604,91.6395,72.8174,9.1945392611432,2008
Davidson,SC,10,0.928696,114.67,91.7304,68.4393,1.5092707119034,2008
Michigan St.,B10,5,0.920699,114.696,92.6734,65.3246,5.1085798902161,2008
Xavier,A10,3,0.920537,115.514,93.352,65.7525,4.6625326979579,2008
Texas A&M,B12,9,0.915543,112.124,91.137200000000007,63.8,3.079784780641,2008
West Virginia,BE,7,0.913785,113.807,92.6864,65.6212,2.6479841309279,2008
Kansas St.,B12,11,0.911707,114.51,93.4707,71.8276,1.0236764565196,2008
Drake,MVC,5,0.908115,119.278,97.7341,64.4428,5.1742659953069,2008
Purdue,B10,6,0.904704,110.076,90.5103,68.4575,3.808773503204,2008
Pittsburgh,BE,4,0.901547,116.223,95.8648,65.2954,5.2584719779356,2008
Connecticut,BE,4,0.899225,114.878,94.9691,69.0288,4.3417364199316,2008
Arizona,P10,10,0.899153,115.467,95.463,65.2987,1.4960671748701,2008
Gonzaga,WCC,7,0.89687,112.64,93.3278,68.3551,2.1372126338506,2008
Notre Dame,BE,5,0.89571,114.634,95.0828,70.5486,4.3767778663271,2008
Butler,Horz,7,0.894635,114.239,94.85,61.2143,4.7298937028633,2008
USC,P10,6,0.894514,109.398,90.8402,67.3826,3.6255466297608,2008
Indiana,B10,8,0.892641,114.083,94.8934,68.4447,4.7532137400071,2008
Mississippi St.,SEC,8,0.873414,107.764,91.1026,68.5453,0.57122200708574,2008
BYU,MWC,8,0.867497,105.934,89.9655,70.1702,2.5206804050297,2008
Miami FL,ACC,7,0.861974,111.547,95.122,67.7082,1.6009898099513,2008
Arkansas,SEC,9,0.861051,110.791,94.5411,68.5705,0.53688028117371,2008
Baylor,B12,11,0.850871,115.908,99.6201,71.6529,1.5000137385525,2008
Oregon,P10,9,0.849656,118.033,101.531,68.024,0.78926835811431,2008
UNLV,MWC,8,0.843441,108.847,94.0194,66.2402,2.2164569674484,2008
Saint Mary's,WCC,10,0.839241,107.405,93.0284,68.3691,1.2068702516874,2008
Villanova,BE,12,0.838003,107.856,93.4936,69.4246,0.34324906580903,2008
Oklahoma,B12,6,0.835223,107.446,93.3025,65.1238,2.8016470146396,2008
Western Kentucky,SB,12,0.828326,109.649,95.6251,69.6402,0.21957840186139,2008
Saint Joseph's,A10,11,0.827382,113.772,99.2777,65.359,-1.2407198643454,2008
Vanderbilt,SEC,4,0.81754,111.371,97.7537,70.3921,3.7710450624762,2008
Kent St.,MAC,9,0.804361,105.946,93.6902,66.5588,2.3170082039884,2008
Temple,A10,12,0.792785,111.173,98.9297,65.5542,-1.7060290766385,2008
Kentucky,SEC,11,0.79202,106.598,94.8966,64.2905,-1.0868683107122,2008
South Alabama,SB,10,0.768567,110.453,99.5063,66.6695,-0.25312717562716,2008
Oral Roberts,Sum,13,0.74898,102.101,92.842,65.6947,-0.94131836066567,2008
George Mason,CAA,12,0.738029,107.954,98.6558,63.7197,-3.5718041632755,2008
Georgia,SEC,14,0.728125,103.152,94.684,66.6183,-3.8508139842984,2008
Siena,MAAC,13,0.700836,106.792,99.1722,69.1547,-3.7773953228407,2008
Cal St. Fullerton,BW,14,0.68791,109.056,101.813,74.1409,-3.2196384160988,2008
Winthrop,BSth,13,0.660799,96.3019,90.8764,63.5074,-4.2482544049297,2008
San Diego,WCC,13,0.66015,99.9764,94.3676,65.2658,-3.9204553525358,2008
Portland St.,BSky,16,0.631123,106.734,101.865,68.0653,-3.3851814696506,2008
Cornell,Ivy,14,0.597309,107.384,103.765,69.8007,-1.2443651176192,2008
Boise St.,WAC,14,0.592958,105.758,102.354,72.9166,-2.3845832966006,2008
UMBC,AE,15,0.566558,110.215,107.678,66.0408,-2.9645976484426,2008
Belmont,ASun,15,0.548665,105.712,103.932,71.2268,-3.497610162955,2008
American,Pat,15,0.520788,105.259,104.5,62.6737,-5.8151788969021,2008
Austin Peay,OVC,15,0.482531,102.173,102.796,67.2084,-5.2507533960307,2008
Mount St. Mary's,NEC,16,0.467947,98.9945,100.106,67.6103,-9.4603695916903,2008
UT Arlington,Slnd,16,0.419619,100.095,102.958,70.348,-7.007981007976,2008
Coppin St.,MEAC,16,0.16949,91.5004,105.061,63.8543,-12.980561723081,2008
Mississippi Valley St.,SWAC,16,0.145642,89.7469,104.673,64.9231,-9.982872451616,2008
Memphis,CUSA,2,0.967966,111.794,83.1187,67.9594,6.9491495452303,2009
Connecticut,BE,1,0.96755,115.424,85.9176,68.5192,8.7395059546033,2009
North Carolina,ACC,1,0.967424,123.064,91.6363,74.2853,7.6537570329365,2009
Louisville,BE,1,0.957685,112.014,85.4023,68.2497,8.0314165283698,2009
Pittsburgh,BE,1,0.957074,120.732,92.1692,66.2482,8.5717133015672,2009
Missouri,B12,3,0.94745,116.313,90.4504,71.8811,6.0660283148939,2009
Kansas,B12,3,0.940896,113.617,89.3161,68.1967,5.4051536262817,2009
UCLA,P10,6,0.940623,119.368,93.8767,66.6879,4.5409055335598,2009
Michigan St.,B10,2,0.940211,113.239,89.1136,67.8137,7.3609554427441,2009
West Virginia,BE,6,0.93997,114.359,90.0285,65.6298,3.8904021735013,2009
Gonzaga,WCC,4,0.938383,116.006,91.5461,68.9244,4.4176744728831,2009
Duke,ACC,2,0.938065,116.776,92.1979,68.2362,7.833867077348,2009
Oklahoma,B12,2,0.936944,117.864,93.2113,68.167,7.3524784986166,2009
Villanova,BE,3,0.936158,113.855,90.1447,68.699,5.9841730221669,2009
Syracuse,BE,3,0.933035,116.304,92.4933,71.2112,5.8840332706214,2009
Arizona St.,P10,6,0.93153,117.199,93.3988,60.8353,4.768108117226,2009
Purdue,B10,5,0.927441,109.374,87.6369,67.6966,3.8974674776763,2009
Washington,P10,4,0.926629,111.807,89.68,73.4802,4.9533470712761,2009
Marquette,BE,6,0.914741,116.462,94.7481,69.1981,3.409092841635,2009
BYU,MWC,8,0.90843,113.017,92.5737,70.0837,2.2505238896126,2009
Xavier,A10,4,0.903339,109.053,89.7916,67.2245,2.7753502958156,2009
Clemson,ACC,7,0.903261,115.834,95.3824,69.1815,2.6986357082078,2009
Texas,B12,7,0.902722,111.575,91.9246,66.4878,2.619367542886,2009
USC,P10,10,0.899118,109.264,90.3375,65.0814,2.4855429518393,2009
Illinois,B10,5,0.897103,105.344,87.2634,63.8501,3.83595820754,2009
Wake Forest,ACC,4,0.893253,111.065,92.3315,73.6429,5.1087575854001,2009
Oklahoma St.,B12,8,0.890407,116.046,96.7204,70.5823,2.6938529094763,2009
Wisconsin,B10,12,0.881254,111.531,93.6922,60.4371,0.33090519535748,2009
Tennessee,SEC,9,0.877425,114.417,96.4182,69.4222,1.2085741306897,2009
Utah,MWC,5,0.877022,109.428,92.2442,66.0009,2.663448485871,2009
California,P10,7,0.871236,116.05,98.2744,67.4189,3.2440253140299,2009
Ohio St.,B10,8,0.868161,112.001,95.0698,64.0717,3.218376272899,2009
Florida St.,ACC,5,0.861227,105.007,89.5938,67.1549,4.9836524237767,2009
Arizona,P10,12,0.860972,117.724,100.463,65.6669,0.75215744898835,2009
Michigan,B10,10,0.852793,110.58,94.9155,64.3854,0.86803989816118,2009
Texas A&M,B12,9,0.852289,112.746,96.8078,65.1135,1.8550728147654,2009
LSU,SEC,8,0.851069,111.184,95.5472,66.6175,2.3774932997434,2009
Minnesota,B10,10,0.848997,105.655,90.9242,65.9723,1.8452594038089,2009
Butler,Horz,9,0.841239,108.791,94.1065,63.8689,2.3784568320507,2009
Maryland,ACC,10,0.833895,109.579,95.2342,67.983,0.087760024573201,2009
Temple,A10,11,0.825352,107.352,93.7912,64.9862,-0.53597982454452,2009
Utah St.,WAC,11,0.818753,115.102,100.957,61.3526,2.4087032996049,2009
VCU,CAA,11,0.816053,107.456,94.3994,67.3167,-2.3193574718895,2009
Mississippi St.,SEC,13,0.803657,107.359,94.9767,68.5592,-1.6827376976108,2009
Boston College,ACC,7,0.801838,112.593,99.7062,66.9505,0.5240552674175,2009
Siena,MAAC,9,0.792913,109.378,97.326,71.6868,0.073928440524743,2009
Cleveland St.,Horz,13,0.784047,103.603,92.6141,64.9859,-1.3869736882399,2009
Dayton,A10,11,0.766568,101.774,91.7772,65.9567,1.1009892236325,2009
North Dakota St.,Sum,14,0.764051,112.556,101.623,69.1014,-0.79591557811656,2009
Northern Iowa,MVC,12,0.743797,108.5,98.8967,62.2256,-1.7448289127269,2009
Western Kentucky,SB,12,0.704048,109.081,101.162,66.7723,-2.1372598479597,2009
Akron,MAC,13,0.699473,101.854,94.6397,65.7849,-5.3629462644815,2009
Stephen F. Austin,Slnd,14,0.667592,94.202,88.6597,63.4767,-2.5426873689965,2009
Cal St. Northridge,BW,15,0.653874,101.462,96.0021,72.8952,-6.735607890936,2009
Cornell,Ivy,14,0.638076,106.306,101.192,66.9211,-4.7939726999247,2009
East Tennessee St.,ASun,16,0.622114,103.782,99.3788,71.4666,-5.8981182777878,2009
American,Pat,14,0.613875,103.161,99.0844,61.8352,-2.31532767661,2009
Portland St.,BSky,13,0.582472,107.074,104.019,66.4354,-3.9445822832696,2009
Robert Morris,NEC,15,0.551924,100.874,99.0619,67.1281,-5.1421168717488,2009
Morgan St.,MEAC,15,0.497829,97.9308,98.0048,66.4758,-5.7717363835235,2009
Morehead St.,OVC,16,0.481621,99.9991,100.641,66.5698,-9.3342426652477,2009
Binghamton,AE,15,0.473152,100.568,101.513,68.3902,-4.508924875067,2009
Radford,BSth,16,0.446346,99.0263,100.899,70.0517,-6.5741753843473,2009
Alabama St.,SWAC,16,0.401702,97.854,101.303,65.3019,-5.0869804663818,2009
Chattanooga,SC,16,0.366462,102.017,106.99,71.2188,-9.4471405933652,2009
Duke,ACC,1,0.975221,120.782,87.7617,66.2747,8.4331148209138,2010
Kansas,B12,1,0.966376,119.998,89.6083,68.5088,11.719504280154,2010
Syracuse,BE,1,0.955454,117.545,90.039,70.9964,7.5427321767028,2010
Kentucky,SEC,1,0.955274,114.491,87.7321,69.5865,8.610731484921,2010
Ohio St.,B10,2,0.945412,117.033,91.3296,66.0388,5.6564293505,2010
Kansas St.,B12,2,0.945052,115.931,90.5241,70.4542,6.7670487840271,2010
West Virginia,BE,2,0.942949,116.623,91.38,63.5682,8.0318585279616,2010
Baylor,B12,3,0.941129,119.423,93.8454,65.5991,5.5937214858521,2010
Wisconsin,B10,4,0.93943,115.076,90.6681,60.3513,3.8652554950392,2010
Purdue,B10,4,0.931849,108.292,86.2628,67.4966,6.5702791671692,2010
BYU,MWC,7,0.928755,116.555,93.231,71.7915,4.0018140401196,2010
Texas A&M,B12,5,0.922469,111.303,89.7399,66.0842,4.3870491107056,2010
California,P10,8,0.921019,119.424,96.4563,68.3393,1.7005987354233,2010
Butler,Horz,5,0.916302,108.659,88.2449,64.3725,4.5347817456351,2010
Maryland,ACC,4,0.91616,117.297,95.2756,70.2843,3.3255421628655,2010
Georgetown,BE,3,0.912402,115.799,94.4522,66.67,4.2861349977904,2010
Clemson,ACC,7,0.911256,110.359,90.1259,69.4893,1.5056468198233,2010
Villanova,BE,2,0.911202,116.549,95.1867,72.2932,5.5270797715309,2010
Missouri,B12,10,0.910816,111.169,90.8302,70.6164,1.629136131643,2010
Xavier,A10,6,0.910385,115.604,94.4981,69.8265,2.8276877340933,2010
Temple,A10,5,0.909115,107.176,87.7266,61.5327,5.3327663500888,2010
Texas,B12,8,0.90908,113.111,92.588,72.7355,3.8809135172462,2010
Michigan St.,B10,5,0.906255,112.494,92.3527,66.7726,3.5163470311728,2010
Marquette,BE,6,0.905015,114.47,94.0937,64.06,1.7595166991326,2010
Minnesota,B10,11,0.90364,113.467,93.3985,67.1192,-0.33484581770211,2010
Washington,P10,11,0.902316,112.024,92.332,73.1777,1.1827913728052,2010
Utah St.,WAC,12,0.902138,115.086,94.8725,61.8015,-0.39300591669503,2010
Northern Iowa,MVC,9,0.900698,108.311,89.4129,60.2165,3.7275269315757,2010
Oklahoma St.,B12,7,0.900455,113.42,93.6531,67.5638,1.8059877473783,2010
Georgia Tech,ACC,10,0.895276,108.804,90.2838,69.6399,1.3419684007502,2010
Florida St.,ACC,9,0.894414,103.496,85.9473,67.1222,2.8070135469244,2010
Tennessee,SEC,6,0.892839,108.393,90.1443,69.0395,3.8637245930928,2010
UNLV,MWC,8,0.890896,110.47,92.0325,67.6778,0.95369443318285,2010
Notre Dame,BE,6,0.890379,119.208,99.3583,64.6435,0.46705620432058,2010
Pittsburgh,BE,3,0.889734,110.794,92.3983,62.3939,3.6446874954555,2010
UTEP,CUSA,12,0.888069,107.216,89.5454,69.3154,2.1476629798179,2010
Gonzaga,WCC,8,0.879975,111.33,93.6215,69.3079,2.5206026810842,2010
Vanderbilt,SEC,4,0.87891300000000006,113.111,95.2025,69.6019,3.2260871945324,2010
Old Dominion,CAA,11,0.876983,106.864,90.0857,63.5595,0.59771551738714,2010
Saint Mary's,WCC,10,0.869337,114.731,97.3001,67.5634,1.9412091518109,2010
San Diego St.,MWC,11,0.864025,110.368,93.9751,64.1909,1.3471424478749,2010
Louisville,BE,9,0.860765,113.935,97.2444,67.351,-0.105161362365,2010
New Mexico,MWC,3,0.860617,113.743,97.0903,68.3705,4.9063715296144,2010
Richmond,A10,7,0.854261,107.986,92.594,63.8155,2.5918824870575,2010
Florida,SEC,10,0.847099,112.363,96.8206,65.6454,-0.048537306122157,2010
Cornell,Ivy,12,0.845315,116.748,100.72,65.6548,1.8675483065366,2010
Wake Forest,ACC,9,0.841798,106.639,92.2115,70.0497,1.0404276025961,2010
Siena,MAAC,13,0.797383,107.54,95.4621,70.7726,0.90500067986656,2010
Murray St.,OVC,13,0.79444,106.303,94.5126,66.9672,0.048842830253932,2010
Wofford,SC,13,0.756184,103.474,93.7751,64.5387,-1.8519646624123,2010
Houston,CUSA,13,0.741424,111.343,101.597,72.6196,-6.3984671911926,2010
Sam Houston St.,Slnd,14,0.713709,109.166,100.83,70.236,-2.5139893583732,2010
Ohio,MAC,14,0.695836,106.215,98.8398,70.1521,-7.7748813053596,2010
New Mexico St.,WAC,12,0.648489,109.955,104.253,71.6926,-2.331428865576,2010
Montana,BSky,14,0.618631,104.226,99.933,63.107,-4.6397765195894,2010
UC Santa Barbara,BW,15,0.596857,99.433,96.0975,67.4429,-4.1268504433217,2010
Oakland,Sum,14,0.580766,106.237,103.268,70.2959,-1.0558994956931,2010
Vermont,AE,16,0.555567,102.15,100.187,67.9103,-5.0791599116599,2010
East Tennessee St.,ASun,16,0.505375,97.8246,97.6419,68.5484,-8.1121684484251,2010
Morgan St.,MEAC,15,0.49372,102.999,103.224,70.042,-3.9103612608254,2010
Lehigh,Pat,16,0.473764,104.341,105.298,70.5717,-6.7921107638515,2010
North Texas,SB,15,0.472098,101.403,102.392,68.4917,-3.8633712683747,2010
Robert Morris,NEC,15,0.462778,98.9584,100.25,67.2468,-6.5044549257282,2010
Winthrop,BSth,16,0.311399,89.5551,95.9533,65.2594,-8.706730709651,2010
Arkansas Pine Bluff,SWAC,16,0.30123,90.3756,97.2363,66.8738,-8.0186918393805,2010
Ohio St.,B10,1,0.976933,124.94,90.2056,65.1768,11.961611437738,2011
Kansas,B12,1,0.965751,119.724,89.5522,69.4342,10.237144000327,2011
Duke,ACC,1,0.963365,119.497,89.9267,69.924,9.4617790190898,2011
Texas,B12,4,0.950078,114.29,88.4604,66.9208,5.446066339042,2011
Kentucky,SEC,4,0.94792,118.16,91.8112,66.2714,5.2166027605102,2011
Pittsburgh,BE,1,0.946061,118.644,92.485,63.5859,7.6454599866331,2011
Wisconsin,B10,4,0.939792,122.126,96.1689,57.9255,5.8828480565813,2011
Notre Dame,BE,2,0.936912,122.052,96.5283,64.483,7.8050448218701,2011
Purdue,B10,3,0.935826,114.271,90.5175,67.0363,7.2161674187876,2011
San Diego St.,MWC,2,0.932606,112.471,89.4983,63.5944,8.6644341916001,2011
North Carolina,ACC,2,0.930156,111.601,89.1026,71.8192,7.432818593872,2011
Illinois,B10,9,0.929812,113.865,90.9527,66.6219,1.5924982591178,2011
Connecticut,BE,3,0.926246,114.708,92.0522,65.6204,6.9592287723301,2011
Syracuse,BE,3,0.923824,113.911,91.691,66.3517,6.1579407643991,2011
Louisville,BE,4,0.923707,110.669,89.0941,68.0196,4.6961285293284,2011
BYU,MWC,3,0.919695,115.999,93.8372,71.4499,7.1697891195451,2011
Florida,SEC,2,0.913298,115.195,93.8667,63.8692,5.256727062401,2011
Washington,P10,7,0.912665,117.253,95.6106,71.8396,1.8936368628731,2011
West Virginia,BE,5,0.909867,114.43,93.5893,63.5957,3.0829088978715,2011
Arizona,P10,5,0.907052,117.631,96.4915,66.3117,4.7206649357495,2011
Kansas St.,B12,5,0.903976,111.382,91.6514,68.2516,1.9715935311182,2011
Clemson,ACC,12,0.900769,109.363,90.275,64.8425,0.6529901265827,2011
Cincinnati,BE,6,0.899749,110.265,91.1095,64.1312,3.3526424943277,2011
Utah St.,WAC,12,0.89716,109.323,90.555,63.3365,3.7343889794222,2011
Michigan,B10,8,0.89071,111.885,93.2271,62.6617,1.8649819248314,2011
St. John's,BE,6,0.881051,111.104,93.3487,66.9443,3.235958996227,2011
UNLV,MWC,8,0.879774,108.904,91.5966,67.9355,2.8115830873897,2011
Gonzaga,WCC,11,0.878621,110.476,93.0066,68.0864,0.34680984050593,2011
Marquette,BE,11,0.877217,114.142,96.2028,67.5907,0.77156697729833,2011
Florida St.,ACC,10,0.876184,102.553,86.5074,69.1098,1.1868645823819,2011
Vanderbilt,SEC,5,0.874418,115.782,97.8033,67.7417,1.8108788869117,2011
Villanova,BE,9,0.872171,113.749,96.2562,66.3396,1.4904244600204,2011
Belmont,ASun,13,0.868548,110.236,93.5443,69.3377,1.0275653152762,2011
Georgetown,BE,6,0.864156,112.157,95.489,65.0346,4.3567472111877,2011
Butler,Horz,8,0.863562,110.985,94.5327,64.7087,-0.40325961733798,2011
Temple,A10,7,0.859166,108.982,93.1243,65.5319,2.140001479949,2011
Penn St.,B10,10,0.852169,112.175,96.3258,60.7893,1.7398356013516,2011
George Mason,CAA,8,0.849436,111.246,95.7072,65.7974,1.0553184653171,2011
UCLA,P10,7,0.846255,107.469,92.6558,66.588,1.4387575584925,2011
Michigan St.,B10,10,0.845402,107.808,93.001,66.5717,2.2700623350211,2011
USC,P10,11,0.844243,106.756,92.1648,63.2707,-1.6036940324641,2011
Missouri,B12,11,0.842799,112.13,96.896,71.8524,1.3562823540705,2011
Xavier,A10,6,0.840219,110.773,95.8847,65.8877,2.3616408941469,2011
Richmond,A10,12,0.838294,111.082,96.2715,63.2978,1.7880480809923,2011
Tennessee,SEC,9,0.837156,108.103,93.7585,67.1523,-1.0528048117865,2011
Georgia,SEC,10,0.827071,108.507,94.7014,64.6303,0.22477364933454,2011
Old Dominion,CAA,9,0.823706,108.587,94.9635,61.6215,2.2650699025964,2011
Texas A&M,B12,7,0.814679,107.621,94.6189,62.7274,2.4016564685173,2011
VCU,CAA,11,0.800117,111.182,98.5495,66.5333,-2.0244714043339,2011
UAB,CUSA,12,0.796496,107.092,95.1095,63.1122,-0.2189615743667,2011
Oakland,Sum,13,0.791753,116.517,103.742,72.6536,0.31393398965598,2011
Wofford,SC,14,0.724034,110.951,102.024,64.7575,-4.551399636663,2011
Princeton,Ivy,13,0.724009,105.804,97.2931,63.8462,-0.26826887813606,2011
Memphis,CUSA,12,0.705934,103.461,95.8752,69.1158,-0.013665482305282,2011
Indiana St.,MVC,14,0.676891,102.247,95.8785,66.0937,-4.1785915612568,2011
Bucknell,Pat,14,0.668094,102.856,96.7852,65.9927,-2.2332478828542,2011
Morehead St.,OVC,13,0.640539,103.622,98.5447,64.4798,-3.5607772095662,2011
Akron,MAC,15,0.606451,101.536,97.7887,67.1231,-5.5692329649353,2011
