team,conf,seed,barthag,adj_o,adj_d,adj_t,wab,year
LIU Brooklyn,NEC,15,0.590559,106.441,103.104,74.8988,-1.2495973966032,2011
Northern Colorado,BSky,15,0.588319,104.507,101.312,67.4841,-4.5594972501065,2011
Saint Peter's,MAAC,14,0.583097,93.5699,90.8795,65.0543,-5.9057133579287,2011
UC Santa Barbara,BW,15,0.557904,101.399,99.3678,65.728,-6.7514949371381,2011
UNC Asheville,BSth,16,0.486315,98.3945,98.8641,69.4327,-8.1123059004556,2011
Boston University,AE,16,0.466685,101.607,102.793,63.7617,-7.5836391150031,2011
UTSA,Slnd,16,0.417214,101.432,104.423,67.9441,-9.2202517186312,2011
Arkansas Little Rock,SB,16,0.358786,99.4369,104.586,65.3489,-11.102256219996,2011
Hampton,MEAC,16,0.34195,92.6943,98.1238,67.0833,-5.5557585567393,2011
Alabama St.,SWAC,16,0.149487,91.0352,105.893,64.9885,-13.042398577024,2011
Kentucky,SEC,1,0.975218,122.356,88.906,66.3296,11.283203865622,2012
Ohio St.,B10,2,0.969384,116.866,86.5379,68.1404,7.9088819730054,2012
Michigan St.,B10,1,0.955429,113.228,86.7366,65.7043,8.7462177841403,2012
Kansas,B12,2,0.95264,113.024,87.0607,67.409,8.3240352951221,2012
North Carolina,ACC,1,0.951197,115.295,89.0539,72.5574,8.4075066708627,2012
Syracuse,BE,1,0.941736,116.506,91.4656,65.6832,10.88237280387,2012
Wisconsin,B10,4,0.940578,113.063,88.924,58.5623,4.9520329203737,2012
Missouri,B12,2,0.938443,125.117,98.7266,66.5447,8.8380951097236,2012
Wichita St.,MVC,5,0.93031,115.511,92.2058,66.7085,4.3942438375123,2012
Florida,SEC,7,0.929625,120.649,96.3954,65.4962,3.0537900508591,2012
Indiana,B10,4,0.923946,120.079,96.6408,67.6382,5.886551359656,2012
Vanderbilt,SEC,5,0.921765,115.176,92.9418,65.98,4.0428398109399,2012
Georgetown,BE,3,0.921215,110.469,89.2024,63.1095,4.7057032962444,2012
Memphis,CUSA,8,0.919939,112.498,90.9789,68.2905,2.9845443533236,2012
Saint Louis,A10,9,0.919932,110.562,89.4139,62.2998,2.7970650364833,2012
Louisville,BE,4,0.916377,104.563,84.9115,66.9302,5.6024111841073,2012
Baylor,B12,3,0.912672,115.341,94.0509,66.6462,7.0428410689287,2012
Duke,ACC,2,0.905106,115.974,95.3217,68.1871,8.0476973039791,2012
Marquette,BE,3,0.904281,110.131,90.5946,71.0253,6.1649064256858,2012
New Mexico,MWC,5,0.903028,109.511,90.1971,66.5154,2.8620677668008,2012
Florida St.,ACC,3,0.897833,107.05,88.6158,67.5268,4.3327559125293,2012
Michigan,B10,4,0.892528,113.897,94.7484,61.5955,6.3603038184673,2012
Cincinnati,BE,6,0.890109,109.587,91.3613,64.2616,3.0844148546634,2012
Gonzaga,WCC,7,0.886241,112.105,93.7775,65.8447,2.0706316432542,2012
Purdue,B10,10,0.878844,116.446,98.0149,65.325,1.9200461232901,2012
Iowa St.,B12,8,0.875187,112.717,95.1568,67.1224,1.9587287169897,2012
Alabama,SEC,9,0.871999,104.287,88.2613,62.8555,1.5477388354371,2012
Kansas St.,B12,8,0.871014,108.162,91.6109,67.3845,2.1712414741348,2012
Virginia,ACC,10,0.870239,103.304,87.5484,60.5409,2.0274116219788,2012
Temple,A10,5,0.863976,112.863,96.1024,67.1286,4.2050135134893,2012
UNLV,MWC,6,0.863929,107.882,91.8648,70.0109,2.7699348959853,2012
California,P12,12,0.8571,109.038,93.3099,66.7663,1.8168921787609,2012
Belmont,ASun,14,0.852585,115.309,98.9884,67.9164,0.79010852952339,2012
North Carolina St.,ACC,11,0.852378,111.441,95.6815,67.9751,0.50310478745227,2012
Connecticut,BE,9,0.845694,109.819,94.7174,64.101,0.52204391593427,2012
Creighton,MVC,8,0.84149,118.155,102.19,67.1229,4.7348287882847,2012
VCU,CAA,12,0.840949,106.046,91.7492,65.9881,2.2042609938957,2012
South Florida,BE,12,0.838001,102.167,88.5619,59.5474,0.065353877057757,2012
St. Bonaventure,A10,14,0.833562,110.88,96.385,64.364,-1.0610046314792,2012
Texas,B12,11,0.82753,110.456,96.3756,65.7402,0.91845191126171,2012
Harvard,Ivy,12,0.827242,107.327,93.6617,61.3313,2.194329680395,2012
West Virginia,BE,10,0.826137,110.291,96.3131,65.349,-0.12137972501802,2012
Murray St.,OVC,6,0.819571,105.476,92.4695,66.0564,3.7676239986501,2012
Long Beach St.,BW,12,0.808021,107.957,95.2743,67.2683,0.89887260382625,2012
Saint Mary's,WCC,7,0.80562,111.192,98.2603,64.6513,2.7616418442471,2012
Notre Dame,BE,7,0.804452,108.743,96.1588,61.9604,2.3129430709069,2012
Ohio,MAC,13,0.802142,105.566,93.4678,66.8786,0.30790368439489,2012
Xavier,A10,10,0.797549,107.083,95.0485,67.5133,0.70959012742682,2012
BYU,WCC,14,0.78576,103.529,92.4666,72.8612,0.31379887291975,2012
Davidson,SC,13,0.782045,110.55,98.9261,68.3171,-0.41571443507015,2012
South Dakota St.,Sum,14,0.779489,111.306,99.7314,66.1434,-0.55866794022337,2012
Colorado,P12,11,0.776731,103.785,93.122,65.973,-0.28520365764499,2012
San Diego St.,MWC,6,0.765827,105.037,94.7533,66.591,2.8763895075409,2012
Southern Miss,CUSA,9,0.764547,110.017,99.3073,64.6802,1.1696357989164,2012
Iona,MAAC,14,0.758456,113.065,102.357,71.0412,0.0050408559754916,2012
New Mexico St.,WAC,13,0.733249,106.348,97.3961,70.8328,-2.0299660003147,2012
Colorado St.,MWC,11,0.721557,110.137,101.385,64.5923,-1.004738444012,2012
Lehigh,Pat,15,0.714496,106.051,97.9199,68.527,-1.2611689967161,2012
Montana,BSky,13,0.665009,100.97,95.1254,65.6107,-1.6914348984394,2012
Detroit,Horz,15,0.628578,106.173,101.425,67.8672,-5.2137321516887,2012
UNC Asheville,BSth,16,0.603369,107.4,103.553,69.2657,-3.3399538725188,2012
Lamar,Slnd,16,0.594545,104.627,101.202,67.2815,-4.3315455515067,2012
Vermont,AE,16,0.590992,101.931,98.7202,63.3052,-5.531072352315,2012
Loyola MD,MAAC,15,0.590832,102.085,98.8748,64.6104,-1.5479304296759,2012
LIU Brooklyn,NEC,16,0.52951,107.836,106.733,74.1779,-2.6004082082474,2012
Norfolk St.,MEAC,15,0.445595,98.0965,99.978,67.7682,-2.8237645773814,2012
Western Kentucky,SB,16,0.436029,96.4499,98.6322,68.8137,-10.319741971249,2012
Mississippi Valley St.,SWAC,16,0.24503,94.3666,104.067,70.0781,-4.9247825025294,2012
Louisville,BE,1,0.974259,115.877,84.4841,67.1346,8.9676040048452,2013
Florida,SEC,3,0.969444,115.717,85.6719,62.8034,4.0971352517764,2013
Indiana,B10,1,0.969155,120.995,89.6553,67.7686,7.7872668714699,2013
Gonzaga,WCC,1,0.959866,118.878,90.2017,65.1336,7.6490474755041,2013
Syracuse,BE,4,0.953261,113.047,86.9735,65.3648,5.1431489942709,2013
Michigan,B10,4,0.952155,121.492,93.6707,64.7924,6.2454395167765,2013
Kansas,B12,1,0.951384,111.576,86.1506,67.6933,7.4931782835079,2013
Duke,ACC,2,0.950737,118.393,91.5247,67.8076,7.5472544963989,2013
Ohio St.,B10,2,0.940578,113.625,89.3665,65.2521,7.2234695203356996,2013
Wisconsin,B10,5,0.940553,107.157,84.2825,61.9359,4.6477364014274,2013
Michigan St.,B10,3,0.939247,111.389,87.7876,64.4052,6.7455096902272,2013
Georgetown,BE,2,0.938128,107.644,84.9796,62.4828,6.5614716523941,2013
Arizona,P12,6,0.922884,114.442,92.2247,66.8157,4.5577812122941,2013
Pittsburgh,BE,8,0.921657,112.846,91.0735,60.2937,3.1335647486153,2013
Miami FL,ACC,2,0.920655,112.407,90.828,63.0394,6.2861354741093,2013
VCU,A10,5,0.919496,113.766,92.0521,68.1406,2.5573557544245,2013
Saint Louis,A10,4,0.918147,107.955,87.4879,64.6628,3.7666347564078,2013
Creighton,MVC,7,0.911704,116.417,95.0278,65.2263,3.4852371183217,2013
Minnesota,B10,11,0.905034,112.578,92.5369,64.133,2.1287872733047,2013
Wichita St.,MVC,9,0.904514,110.607,90.9647,65.0383,2.1924675736864,2013
Marquette,BE,3,0.902016,112.985,93.1511,64.5908,4.4862762026133,2013
Oklahoma St.,B12,5,0.898321,107.108,88.6228,67.3199,3.1552131485048,2013
Saint Mary's,WCC,11,0.890975,113.942,94.9187,64.7987,2.5248415362598,2013
North Carolina,ACC,8,0.890162,111.614,93.0461,71.3647,2.5120234503473,2013
Kansas St.,B12,4,0.889585,113.352,94.5435,63.0092,5.3703664984269,2013
Iowa St.,B12,10,0.882839,117.192,98.3173,69.5846,0.70946360604496,2013
Missouri,SEC,9,0.881507,113.345,95.1953,67.6578,1.1754893402438,2013
Colorado St.,MWC,8,0.875901,116.569,98.352,64.7868,1.8762152005026,2013
San Diego St.,MWC,7,0.875232,105.966,89.4539,66.8232,0.43926898777251,2013
Illinois,B10,7,0.874937,109.786,92.7004,66.0797,2.4279668979645,2013
UNLV,MWC,5,0.874928,104.669,88.3806,69.2942,1.7579041383501,2013
Notre Dame,BE,7,0.874792,112.947,95.3807,61.6689,3.8514229420419,2013
Cincinnati,BE,10,0.873019,104.461,88.3376,65.4876,1.708161095644,2013
Oregon,P12,12,0.872774,104.8,88.6415,69.1837,2.8767054052802,2013
Memphis,CUSA,6,0.86724,106.145,90.1616,69.3001,4.469678696397,2013
North Carolina St.,ACC,8,0.865014,115.229,98.0419,68.0936,2.1600823203539,2013
New Mexico,MWC,3,0.864064,106.953,91.0645,65.4379,6.8765535656412,2013
Butler,A10,6,0.862443,109.153,93.0485,64.6574,4.7318754381015,2013
La Salle,A10,13,0.851628,111.977,96.192,66.0285,0.34774635443241,2013
Colorado,P12,10,0.851277,104.937,90.1657,65.5438,1.400464598331,2013
Villanova,BE,9,0.850688,105.335,90.5445,67.7379,0.31859548627171,2013
UCLA,P12,6,0.847549,110.017,94.771,69.6293,3.335294344827,2013
Middle Tennessee,SB,11,0.839631,105.087,90.9981,64.8699,0.65862979918332,2013
Oklahoma,B12,10,0.8391,110.315,95.5578,66.7279,0.30403159733158,2013
Mississippi,SEC,12,0.834039,110.014,95.6042,70.8552,1.5523467019797,2013
Boise St.,MWC,13,0.833191,111.964,97.3503,66.2338,-0.18266969803807,2013
Temple,A10,9,0.821986,110.693,96.9049,66.8206,1.4564383085034,2013
California,P12,12,0.821065,105.431,92.3487,66.5154,0.48874801829955,2013
Belmont,OVC,11,0.806444,108.884,96.1767,67.3642,0.10694166148374,2013
Davidson,SC,14,0.795908,110.614,98.2688,65.248,-1.4366824754121,2013
Bucknell,Pat,11,0.793597,104.684,93.1148,63.4071,1.0322958996197,2013
Valparaiso,Horz,14,0.751357,107.802,97.9184,65.627,-0.81458578826449,2013
Akron,MAC,12,0.740246,103.42,94.4182,66.4638,0.32496420858469,2013
New Mexico St.,WAC,13,0.699228,102.544,95.2909,65.0943,-3.0902439455538,2013
Iona,MAAC,15,0.695552,112.778,104.96,71.3192,-5.9223877486073,2013
Florida Gulf Coast,ASun,15,0.695229,103.412,96.2559,69.1225,-4.0477497531504,2013
South Dakota St.,Sum,13,0.657253,109.704,103.665,63.9623,-3.2486763630226,2013
Harvard,Ivy,14,0.6362,104.919,99.9415,64.7371,-2.6371270739351,2013
Pacific,BW,15,0.599129,104.703,101.108,63.3579,-5.1400233049453,2013
Northwestern St.,Slnd,14,0.572958,104.767,102.123,73.0079,-3.1693411254524,2013
Albany,AE,15,0.572175,101.192,98.6656,63.2115,-4.5452434775305,2013
Montana,BSky,13,0.492871,101.579,101.832,63.9091,-1.444431939554,2013
Western Kentucky,SB,16,0.489457,100.079,100.446,65.9884,-8.4011733833823,2013
Southern,SWAC,16,0.474974,95.8938,96.7328,64.993,-5.6618213233164,2013
James Madison,CAA,16,0.473628,98.5161,99.4248,64.185,-8.885805810552,2013
LIU Brooklyn,NEC,16,0.419507,108.099,111.196,69.2919,-8.6490779069861,2013
North Carolina A&T,MEAC,16,0.345928,90.5772,95.7358,66.8613,-11.481105938796,2013
Liberty,BSth,16,0.259125,100.099,109.674,65.7294,-15.562034368864,2013
Louisville,Amer,4,0.971034,118.835,87.5596,68.7938,5.3148474910599,2014
Arizona,P12,1,0.963574,116.155,87.3664,64.321,9.4417184543182,2014
Florida,SEC,1,0.957514,115.87,88.3746,63.0652,11.720617117867,2014
Virginia,ACC,1,0.944922,114.638,89.5342,61.2236,8.1908697955004,2014
Wisconsin,B10,2,0.944055,122.676,95.949700000000007,63.9327,7.9473674433913,2014
Duke,ACC,3,0.943151,125.905,98.6206,66.6796,6.4757482603484,2014
Tennessee,SEC,11,0.937371,118.128,93.3611,63.0867,0.36321922913518,2014
Michigan St.,B10,4,0.931921,119.59,95.2537,66.2339,6.9350743798411,2014
Michigan,B10,2,0.929499,125.018,99.9026,62.5712,7.7289589042315,2014
Wichita St.,MVC,1,0.929451,116.352,92.9837,65.1082,8.1132364631384,2014
Kansas,B12,2,0.926975,119.187,95.5571,68.1689,6.8990124029121,2014
Pittsburgh,ACC,9,0.926085,117.143,94.0252,63.7693,4.1382080562347,2014
Villanova,BE,2,0.925979,115.184,92.4653,67.5558,8.3341393853521,2014
Connecticut,Amer,7,0.917125,112.528,91.3014,64.8058,4.7345617997184,2014
UCLA,P12,4,0.916657,119.01,96.6125,70.1928,4.5394607940535,2014
Syracuse,ACC,3,0.915628,114.215,92.828,61.5035,7.8675255642861,2014
Creighton,BE,3,0.914367,125.217,101.914,65.4119,5.6224235068472,2014
Ohio St.,B10,6,0.910736,108.366,88.5482,65.3627,4.4764686601268,2014
Iowa,B10,11,0.908895,121.212,99.2379,70.8664,1.174578829,2014
Oklahoma St.,B12,9,0.906728,115.586,94.8449,69.2456,1.3722541135279,2014
Gonzaga,WCC,8,0.906371,113.641,93.2833,66.5198,3.9533233470428,2014
Kentucky,SEC,8,0.906163,117.196,96.2225,65.909,3.8979414113098,2014
San Diego St.,MWC,4,0.896049,109.412,90.7231,63.9839,5.9789368914085,2014
VCU,A10,5,0.895523,108.3,89.8446,70.8104,3.6199727376073,2014
Iowa St.,B12,3,0.890344,118.569,98.8282,71.6363,7.4903844280103,2014
Baylor,B12,6,0.888511,119.166,99.4873,62.9486,3.113264577593,2014
North Carolina,ACC,6,0.888298,113.376,94.6708,70.8309,4.2222557974057,2014
Oklahoma,B12,5,0.879267,118.179,99.4397,71.605,4.0776784106538,2014
Cincinnati,Amer,5,0.878319,108.654,91.4954,63.4541,5.3066436024493,2014
Oregon,P12,7,0.871963,118.101,99.9547,69.2991,2.6258448208788,2014
New Mexico,MWC,7,0.869327,112.838,95.6956,66.163,4.4312739231774,2014
Harvard,Ivy,12,0.864096,111.867,95.2464,65.5156,2.2441063838599,2014
Texas,B12,7,0.850676,112.446,96.6576,68.6696,3.6307440416449,2014
Memphis,Amer,8,0.847947,112.577,96.9502,69.4933,2.7952325904128,2014
Saint Louis,A10,5,0.847736,104.947,90.3918,67.4685,3.8208968550534,2014
Kansas St.,B12,9,0.847321,107.867,92.9331,64.8326,0.53000621738785,2014
Stanford,P12,10,0.843637,111.734,96.5009,67.2219,1.1320715845339,2014
Arizona St.,P12,10,0.8252,110.326,96.3977,69.2737,1.185326758216,2014
Providence,BE,11,0.824942,114.93,100.436,64.8653,1.2438014154025,2014
Dayton,A10,11,0.818785,112.984,99.0976,65.3632,0.62430491205464,2014
Nebraska,B10,11,0.817188,108.249,95.0331,66.4279,1.265124026349,2014
George Washington,A10,9,0.815057,110.177,96.8451,67.164,3.1699574667663,2014
BYU,WCC,10,0.807846,113.819,100.458,72.9699,0.56471455019006,2014
North Carolina St.,ACC,12,0.806604,114.847,101.435,66.476,0.63365959761343,2014
Xavier,BE,12,0.796451,112.044,99.5102,65.9793,1.4352919382982,2014
Massachusetts,A10,6,0.795213,108.977,96.8506,71.7981,3.5753460907283,2014
Colorado,P12,8,0.774045,106.863,96.0121,66.9335,2.4062402744858,2014
North Dakota St.,Sum,12,0.761286,113.938,103.008,64.0271,0.18632064719022,2014
Tulsa,CUSA,13,0.753738,105.574,95.7881,68.3881,-3.5649324410001,2014
Stephen F. Austin,Slnd,12,0.752656,111.958,101.632,63.4566,1.7181188131767,2014
Manhattan,MAAC,13,0.751858,106.183,96.4251,69.5745,-0.51121356030196,2014
New Mexico St.,WAC,13,0.738488,111.633,101.997,67.1234,-2.3430388304848,2014
North Carolina Central,MEAC,14,0.701782,107.918,100.178,64.1038,-0.57643282274226,2014
Mercer,ASun,14,0.699256,109.6,101.846,65.2081,-2.756958695662,2014
Louisiana Lafayette,SB,14,0.655661,110.513,104.494,70.0299,-3.769913827273,2014
Delaware,CAA,13,0.623685,110.743,105.983,72.3479,-1.3557779921591,2014
American,Pat,15,0.617838,101.847,97.6802,61.4102,-5.4848136154105,2014
Eastern Kentucky,OVC,15,0.617717,112.069,107.489,66.0398,-3.3360109246026,2014
Western Michigan,MAC,14,0.560534,104.712,102.52,67.0327,-2.8955696656419,2014
Milwaukee,Horz,15,0.51225,104.297,103.853,67.7726,-6.0720819794486,2014
Albany,AE,16,0.489995,102.783,103.142,63.1911,-8.6499194488006,2014
Weber St.,BSky,16,0.483104,105.969,106.593,64.3257,-6.9215755716602,2014
Cal Poly,BW,16,0.435559,102.026,104.352,60.3707,-10.704453077664,2014
Wofford,SC,15,0.427455,99.6674,102.233,62.1267,-6.5293016590759,2014
Mount St. Mary's,NEC,16,0.398562,107.088,110.988,69.9214,-9.4442515869676,2014
Coastal Carolina,BSth,16,0.39463,98.2976,102.024,67.5001,-7.664666109857,2014
Texas Southern,SWAC,16,0.329305,106.086,112.855,67.5922,-9.7242383189393,2014
Kentucky,SEC,1,0.984165,120.261,83.9795,63.4539,13.08901321669,2015
Duke,ACC,1,0.976397,125.215,90.5895,66.3811,10.663753981302,2015
Wisconsin,B10,1,0.975832,129.065,93.5719,59.3403,11.350858797806,2015
Arizona,P12,2,0.969953,117.498,86.8594,66.7181,8.9521155233041,2015
Villanova,BE,1,0.966255,121.938,91.0861,64.6909,11.340884905511,2015
Virginia,ACC,2,0.964753,112.099,84.0659,58.3783,9.9863596965443,2015
Utah,P12,5,0.951278,114.854,88.699700000000007,61.3601,3.6600933962637,2015
North Carolina,ACC,4,0.95068,119.609,92.4751,69.889,6.5402707987566,2015
Gonzaga,WCC,2,0.9498,120.173,93.061,65.1819,7.7674509375598,2015
Notre Dame,ACC,3,0.940114,125.301,98.6203,63.9184,8.5707817218085,2015
Oklahoma,B12,3,0.93493,111.621,88.5323,67.5029,4.4710912147793,2015
Michigan St.,B10,7,0.932674,116.323,92.5547,63.9355,3.0554915290527,2015
Baylor,B12,3,0.931557,116.285,92.6668,62.0558,4.9675593660982,2015
Kansas,B12,2,0.930781,113.556,90.5876,67.198,8.9740624607784,2015
Louisville,ACC,4,0.929033,109.365,87.4484,65.5619,5.7767794916782,2015
Wichita St.,MVC,7,0.927706,114.267,91.5267,62.5757,4.2304895284427,2015
Northern Iowa,MVC,5,0.922848,115.441,93.0333,58.4597,5.3520730026458,2015
Iowa,B10,7,0.921066,113.954,92.0336,64.586,2.0759546994467,2015
Butler,BE,6,0.911519,108.501,88.5835,63.8933,3.4982540280502,2015
Ohio St.,B10,10,0.910439,113.898,93.0981,66.2604,2.4873751511177,2015
Iowa St.,B12,3,0.910332,116.887,95.5521,69.8164,7.0604188280707,2015
Xavier,BE,6,0.904944,115.673,95.0898,65.5431,1.3510317123817,2015
Texas,B12,11,0.9048,110.267,90.6588,62.7939,0.94655829393722,2015
Georgetown,BE,4,0.894518,112.637,93.5301,64.557,3.7587929942912,2015
Providence,BE,6,0.882092,111.569,93.6585,65.7477,3.6751433182993,2015
West Virginia,B12,5,0.873282,110.296,93.2528,68.6029,4.1155312977977,2015
BYU,WCC,11,0.86992,118.293,100.276,70.8439,0.80785786443689,2015
Arkansas,SEC,5,0.869585,113.195,95.9787,69.93,3.8424695971896,2015
San Diego St.,MWC,8,0.869058,103.107,87.4606,61.2363,1.2801634474545,2015
North Carolina St.,ACC,8,0.868418,114.1,96.833,64.7434,1.1195027193802,2015
Purdue,B10,9,0.865433,110.452,93.9481,65.0393,1.0030776140228,2015
SMU,Amer,6,0.863544,111.101,94.6327,63.6072,3.1369675151169,2015
Maryland,B10,4,0.861858,110.167,93.9534,64.4538,6.9150496181921,2015
St. John's,BE,9,0.856865,110.587,94.6505,66.9958,2.3500900923807,2015
Georgia,SEC,10,0.84822,107.581,92.6305,64.8401,1.5897725749364,2015
LSU,SEC,9,0.847655,107.772,92.8299,70.1336,0.47709606566263,2015
Indiana,B10,10,0.847323,119.497,102.953,67.1595,-0.26783543583686,2015
Oklahoma St.,B12,9,0.846912,110.74,95.4344,64.0381,0.24055491330872,2015
Davidson,A10,10,0.843533,118.329,102.204,67.1877,1.6822025497222,2015
