team,conf,seed,barthag,adj_o,adj_d,adj_t,wab,year
Wisconsin,B10,5,0.902001,108.965,89.8386,63.4438,6.2317569458078,2019
Louisville,ACC,7,0.896273,113.707,94.2646,67.089,2.3132935445612,2019
UCF,Amer,9,0.893711,113.589,94.3902,64.8596,2.1676174135329,2019
Mississippi St.,SEC,5,0.891594,117.685,97.9823,67.5351,4.5503387347485,2019
Florida,SEC,10,0.887633,111.134,92.8529,62.757,0.64131163852881,2019
Wofford,SC,7,0.88594,117.308,98.155,65.6063,4.1777986278301,2019
Cincinnati,Amer,7,0.882217,113.15,94.9752,63.5228,5.907425856841,2019
VCU,A10,8,0.881224,105.572,88.6883,68.2103,1.3618859110778,2019
Maryland,B10,6,0.880105,112.399,94.5109,66.1952,4.1757741498617,2019
Buffalo,MAC,6,0.87906,114.536,96.3907,73.4364,5.7480550016327,2019
Oklahoma,B12,9,0.870013,111.252,94.3006,68.7914,2.5313672995851,2019
Oregon,P12,12,0.864287,108.971,92.767,63.8551,-0.97287824758286,2019
Saint Mary's,WCC,11,0.860562,114.117,97.4133,62.5597,-0.60643338243744,2019
Nevada,MWC,7,0.85985,113.521,96.9544,69.3074,4.1176076771008,2019
Syracuse,ACC,8,0.855093,111.272,95.3563,65.8138,0.5098624278218,2019
Marquette,BE,5,0.84653,112.576,97.0414,68.9488,2.8049256731209,2019
Villanova,BE,6,0.838331,115.51,100.106,63.5444,3.7289592868781,2019
Mississippi,SEC,8,0.835125,114.034,99.0298,68.1598,0.95056870204038,2019
Baylor,B12,9,0.831617,115.357,100.398,65.0581,0.94571096454172,2019
Utah St.,MWC,8,0.831326,112.374,97.82,68.1151,2.2441935071318,2019
Iowa,B10,10,0.828992,116.824,101.84,69.3865,3.187248829218,2019
Ohio St.,B10,11,0.8227,108.596,95.0282,65.652,0.85308964999341,2019
Minnesota,B10,10,0.817844,111.114,97.5113,67.3031,2.6836111649687,2019
New Mexico St.,WAC,12,0.815022,112.853,99.1992,65.5869,1.6303222045711,2019
Belmont,OVC,11,0.812663,115.917,102.03,70.9797,1.371415865651,2019
Washington,P12,9,0.803967,106.525,94.2225,65.8273,3.2894744617713,2019
Murray St.,OVC,12,0.784363,111.46,99.6215,68.7248,1.347399621766,2019
Temple,Amer,11,0.780691,110.27,98.7432,68.6525,1.9609789760343,2019
Arizona St.,P12,11,0.769131,109.572,98.6853,70.4155,0.22808283447074,2019
Seton Hall,BE,10,0.766869,108.766,98.0681,68.8928,-0.2856031340952,2019
UC Irvine,BW,13,0.745517,108.263,98.6029,65.1325,0.93221615855089,2019
Liberty,ASun,12,0.740941,110.196,100.573,61.9729,-0.43044752415958,2019
Vermont,AE,13,0.735295,108.155,98.961,65.1962,-0.75387085893644,2019
Yale,Ivy,14,0.702865,111.583,103.535,70.6504,-0.70249362920116,2019
St. John's,BE,11,0.699843,108.307,100.62,70.8316,-1.083186263756,2019
Northeastern,CAA,13,0.671495,110.177,103.536,66.0083,-2.5868776794665,2019
Northern Kentucky,Horz,14,0.670542,108.865,102.342,68.0694,-2.0335424115866,2019
Saint Louis,A10,13,0.65677,102.325,96.7111,66.2206,-2.9655601300632,2019
Georgia St.,SB,14,0.646222,107.737,102.238,69.7755,-1.0994483619268,2019
Old Dominion,CUSA,14,0.632739,100.254,95.6225,64.4261,-1.5763554497815,2019
Colgate,Pat,15,0.600287,110.243,106.412,66.3906,-4.1084497735281,2019
Montana,BSky,15,0.586093,107.338,104.14,66.5372,-3.0124862147574,2019
Bradley,MVC,15,0.516708,102.129,101.537,64.985,-7.6179771993586,2019
Abilene Christian,Slnd,15,0.51193,102.008,101.585,65.602,-2.4745287274663,2019
Gardner Webb,BSth,16,0.486766,107.083,107.577,67.2317,-4.8618212567028,2019
North Dakota St.,Sum,16,0.440053,107.697,109.977,65.0152,-8.4034223374771,2019
Iona,MAAC,16,0.412389,106.348,109.673,70.4083,-10.193753166963,2019
Prairie View A&M,SWAC,16,0.401685,102.876,106.503,70.7123,-6.8866178476093,2019
Fairleigh Dickinson,NEC,16,0.35828,105.698,111.193,66.5416,-9.1519206930585,2019
North Carolina Central,MEAC,16,0.251312,99.2023,109.08,64.8626,-10.783526908621,2019
Gonzaga,WCC,1,0.976891,125.925,90.932,73.5317,8.5001900588347,2021
Baylor,B12,1,0.968292,125.058,92.8957,67.7334,6.6875564962434,2021
Houston,Amer,2,0.955453,119.14,91.2606,64.2948,4.0441324202309,2021
Illinois,B10,1,0.949137,116.918,90.6497,70.4505,8.8101368655271,2021
Michigan,B10,1,0.94771,116.563,90.6037,66.5686,7.0599841965303,2021
Iowa,B10,2,0.939856,123.444,97.1975,69.8237,5.4854960509235,2021
USC,P12,6,0.936213,114.32,90.5051,66.8426,5.5451345769675,2021
Colorado,P12,5,0.929246,115.702,92.4894,66.0712,4.8688491946122,2021
Alabama,SEC,2,0.927824,111.964,89.6675,73.3149,6.8784650100985,2021
Florida St.,ACC,4,0.921065,115.213,93.0504,69.6441,2.3825909998335,2021
Ohio St.,B10,2,0.920465,120.415,97.3214,66.6032,5.9932551850859,2021
Wisconsin,B10,9,0.91666,112.522,91.3448,64.5983,2.0569568548671,2021
Loyola Chicago,MVC,8,0.915073,109.673,89.1918,63.4473,1.8428692806693,2021
Villanova,BE,5,0.910828,118.469,96.7939,64.1365,3.0596061102662,2021
Connecticut,BE,7,0.907958,114.09,93.4985,65.1799,2.0305184781286,2021
Texas Tech,B12,6,0.906667,111.978,91.8906,65.345,0.92345364836307,2021
San Diego St.,MWC,6,0.904493,111.26,91.5033,65.5288,3.0793433665602,2021
UCLA,P12,11,0.902387,115.961,95.5697,63.7093,2.6418023668971,2021
Texas,B12,3,0.899914,112.702,93.1087,68.6542,4.1534609968703,2021
West Virginia,B12,3,0.894463,116.18,96.4766,69.2055,3.015661403004,2021
Virginia,ACC,4,0.89434,113.754,94.4726,59.7051,3.5193095351757,2021
LSU,SEC,8,0.894128,119.812,99.523,70.3404,2.2567135315364,2021
Creighton,BE,5,0.892946,112.595,93.6292,68.6286,3.2477880031221,2021
BYU,WCC,6,0.892362,112.965,93.9869,67.8031,3.5504297052794,2021
Arkansas,SEC,3,0.89147,109.776,91.4072,72.5146,4.5603284884278,2021
Tennessee,SEC,5,0.887422,107.669,89.9741,66.7364,2.3418617713108,2021
Purdue,B10,4,0.88216,112.343,94.3026,66.2641,3.7241519328399,2021
Oregon,P12,7,0.880163,115.909,97.4571,67.1321,4.7567633463666,2021
Kansas,B12,3,0.878809,108.782,91.5667,68.1063,4.3335537988667,2021
Georgia Tech,ACC,9,0.87354,113.781,96.1797,67.2583,1.8428270235633,2021
Maryland,B10,10,0.869712,111.897,94.8695,64.7861,0.057192347492878,2021
St. Bonaventure,A10,9,0.867413,109.778,93.2354,64.3888,1.8843845835485,2021
Oklahoma St.,B12,4,0.866038,108.449,92.2024,72.0105,4.8454318863473,2021
North Carolina,ACC,8,0.861675,109.045,93.0088,71.587,2.4383195576927,2021
Syracuse,ACC,11,0.860202,113.377,96.8071,68.5474,0.52996136462944,2021
Florida,SEC,7,0.856144,110.231,94.3944,68.2256,1.1775319985316,2021
Oklahoma,B12,8,0.855378,111.761,95.7562,67.0835,0.29647846016677,2021
Missouri,SEC,9,0.850852,111.172,95.5508,68.2659,2.079061378486,2021
Rutgers,B10,10,0.844925,106.713,92.0863,67.4413,1.7456807942438,2021
VCU,A10,10,0.842428,104.506,90.3297,69.7589,1.0168901618638,2021
Clemson,ACC,7,0.842031,105.874,91.5364,64.2062,2.891979462033,2021
Utah St.,MWC,11,0.83963,104.338,90.3491,68.7413,-1.1288436762298,2021
Virginia Tech,ACC,10,0.836637,109.476,94.9801,66.1083,0.8864353353804,2021
Georgetown,BE,12,0.829548,108.679,94.7079,69.6053,-1.1029562197174,2021
Oregon St.,P12,12,0.829531,111.102,96.8199,65.154,0.38567658744075,2021
Michigan St.,B10,11,0.799867,106.787,94.6663,68.3992,1.1668594248504,2021
Wichita St.,Amer,11,0.774971,108.363,97.3154,67.0127,1.2975881106944,2021
UC Santa Barbara,BW,12,0.771364,108.388,97.5117,65.3456,0.12020134373477,2021
Ohio,MAC,13,0.767787,110.543,99.6251,69.127,-1.9956920403933,2021
Drake,MVC,11,0.751685,110.753,100.584,66.1929,1.7776286409862,2021
Colgate,Pat,14,0.74963,110.425,100.382,71.6788,0.3694067019538,2021
North Texas,CUSA,13,0.749035,105.762,96.1692,62.8699,-2.4209697398129,2021
Eastern Washington,BSky,14,0.713606,109.491,101.135,72.0005,-3.120770271916,2021
Liberty,ASun,13,0.706255,109.15,101.133,63.3639,-1.6860943436106,2021
Winthrop,BSth,12,0.702745,104.654,97.1094,73.3325,0.98956278933688,2021
Grand Canyon,WAC,15,0.696089,104.407,97.1481,64.871,-2.8754497665841,2021
Abilene Christian,Slnd,14,0.692259,100.52,93.6778,69.2719,-1.0641620833403,2021
UNC Greensboro,SC,13,0.623765,101.912,97.5289,67.9422,-3.3652822119331,2021
Oral Roberts,Sum,15,0.594689,107.809,104.274,71.0499,-4.9352924873578,2021
Morehead St.,OVC,14,0.561973,100.136,97.9894,65.2326,-1.9392061006809,2021
Iona,MAAC,15,0.554896,100.87,98.9546,67.8054,-3.1920167975361,2021
Drexel,CAA,16,0.549057,106.678,104.868,64.0715,-4.4857000587518,2021
Cleveland St.,Horz,15,0.463265,100.499,101.794,65.9943,-2.6787413287451,2021
Hartford,AE,16,0.440773,97.1029,99.1336,67.0408,-4.8705868150587,2021
Norfolk St.,MEAC,16,0.386006,98.204,102.248,67.5873,-5.0406857037594,2021
Texas Southern,SWAC,16,0.353595,98.102,103.386,71.1344,-4.3500481849486,2021
Mount St. Mary's,NEC,16,0.339313,95.2892,100.974,61.6571,-7.2273080983238,2021
Appalachian St.,SB,16,0.334348,97.619,103.643,65.1812,-7.6422514238638,2021
Gonzaga,WCC,1,0.966181,120.307,89.8858,72.6459,6.7116753080327,2022
Houston,Amer,5,0.959492,116.537,88.5001,63.7171,6.1537421494548,2022
Kansas,B12,1,0.95802,119.794,91.2679,69.1149,10.409633482509,2022
Texas Tech,B12,3,0.950897,110.513,85.4075,66.3175,6.5720592498421,2022
Baylor,B12,1,0.94907,117.777,91.3267,67.5563,8.907444662592,2022
Duke,ACC,2,0.944015,122.716,95.9874,67.4209,7.185355179902,2022
Tennessee,SEC,3,0.943942,111.291,87.0607,67.3565,7.9553294003553,2022
Villanova,BE,2,0.934586,117.171,92.9801,62.1973,7.2884470219854,2022
Arizona,P12,1,0.934109,118.038,93.7315,72.2585,8.7611592103742,2022
UCLA,P12,4,0.932067,115.836,92.245,65.3691,5.0551181148115,2022
Kentucky,SEC,2,0.929467,119.378,95.3994,67.7708,6.8742753105925,2022
Purdue,B10,3,0.926733,121.592,97.5158,66.0107,7.0131376175952,2022
Iowa,B10,5,0.926521,121.147,97.1854,69.804,4.5490081933238,2022
Auburn,SEC,2,0.922756,111.675,90.0084,69.991,7.4179909373227,2022
Texas,B12,6,0.915167,112.508,91.4877,63.5342,3.357670577577,2022
North Carolina,ACC,8,0.911258,114.43,93.4508,70.0724,4.2584255628482,2022
Memphis,Amer,9,0.902827,112.442,92.6296,70.0358,1.352499398748,2022
Virginia Tech,ACC,11,0.90275,115.562,95.207,63.2914,1.7359456787754,2022
Saint Mary's,WCC,5,0.902421,109.791,90.4816,63.6649,3.9361610137617,2022
Illinois,B10,4,0.894302,111.934,92.9643,67.0872,4.1546464619047,2022
Arkansas,SEC,4,0.88938,108.703,90.6823,70.6275,4.4686369639635,2022
LSU,SEC,6,0.876604,106.312,89.6472,68.6761,2.2850954778668,2022
San Francisco,WCC,10,0.874816,110.173,93.0363,68.953,1.6334337713427,2022
Michigan,B10,11,0.874144,113.894,96.2297,66.4272,0.16406770231255,2022
Connecticut,BE,5,0.870909,113.198,95.8837,65.0338,3.0812132412527,2022
TCU,B12,9,0.869814,108.603,92.0695,65.894,2.9243161294144,2022
San Diego St.,MWC,8,0.867546,102.351,86.9192,65.3021,2.6175163331067,2022
Indiana,B10,12,0.865202,107.683,91.6084,67.2443,0.22420393208431,2022
Ohio St.,B10,7,0.861233,115.459,98.5112,65.1479,1.3272275051205,2022
Alabama,SEC,6,0.861228,115.167,98.2626,71.829,1.9610557142664,2022
Providence,BE,4,0.855359,111.435,95.4779,65.3336,5.8768125486647,2022
Notre Dame,ACC,11,0.854196,112.78,96.7092,65.4006,1.8536579305407,2022
Wisconsin,B10,3,0.851113,108.679,93.3914,66.4175,6.4577464074412,2022
Miami FL,ACC,10,0.846736,113.561,97.8766,67.7136,2.5794312911076,2022
Loyola Chicago,MVC,10,0.84391,106.905,92.3133,64.6008,1.7587738182937,2022
Boise St.,MWC,8,0.843442,107.586,92.9301,64.5215,3.4993082687662,2022
Michigan St.,B10,7,0.840496,111.626,96.606,67.5928,2.8861921827219,2022
Iowa St.,B12,11,0.834586,101.748,88.3905,66.3127,2.8262318412245,2022
Davidson,A10,10,0.825833,115.799,101.141,64.6283,2.1359811123802,2022
Murray St.,OVC,7,0.824084,110.038,96.2111,66.0439,3.5088609927851,2022
Colorado St.,MWC,6,0.819025,111.855,98.0938,65.564,4.3020268533129,2022
Creighton,BE,9,0.815135,104.82,92.1325,66.9885,1.7200096380481,2022
USC,P12,7,0.802098,108.626,96.1802,66.192,4.0894352889367,2022
UAB,CUSA,12,0.800125,111.821,99.115,68.8939,-0.10325094049734,2022
Seton Hall,BE,8,0.800005,105.41,93.4385,67.5793,1.9308616061869,2022
Vermont,AE,13,0.798395,109.688,97.3156,64.833,-0.77032760755444,2022
Marquette,BE,9,0.778738,107.707,96.5439,71.1818,0.55481575114215,2022
Wyoming,MWC,12,0.766091,107.857,97.2852,65.7736,1.9320896713369,2022
Rutgers,B10,11,0.762888,106.602,96.3022,64.9868,-0.70054140102863,2022
New Mexico St.,WAC,12,0.757882,106.031,96.015,66.1306,0.7065604431926,2022
Chattanooga,SC,13,0.755671,107.293,97.259,64.6154,0.19717594431196,2022
South Dakota St.,Sum,13,0.754161,114.07,103.476,69.5977,1.4861891576199,2022
Richmond,A10,12,0.707124,106.946,99.0549,66.6895,-1.6451277488871,2022
Saint Peter's,MAAC,15,0.67863,99.3884,93.1337,65.5766,-5.5667137555349004,2022
Akron,MAC,13,0.604079,105.47,101.665,61.9483,-4.2699417019279,2022
Colgate,Pat,14,0.602647,106.998,103.192,66.9983,-6.1018004589328,2022
Georgia St.,SB,16,0.598259,101.895,98.4269,67.2825,-5.1463171916444,2022
Delaware,CAA,15,0.590818,106.501,103.153,66.6225,-5.4618752157614,2022
Jacksonville St.,ASun,15,0.563765,104.512,102.207,65.1072,-5.221892274927,2022
Longwood,BSth,14,0.554057,105.697,103.72,65.8214,-2.2784810429929,2022
Yale,Ivy,14,0.544903,99.3969,97.8524,68.8501,-4.8660664429185,2022
Montana St.,BSky,14,0.530771,103.582,102.478,67.0527,-2.8316713687437,2022
Cal St. Fullerton,BW,15,0.467474,101.956,103.118,66.0182,-5.0455887401094,2022
Bryant,NEC,16,0.465123,102.868,104.125,72.2805,-4.789364240988,2022
Wright St.,Horz,16,0.461291,104.805,106.229,68.7734,-8.3947325536745,2022
Texas Southern,SWAC,16,0.435602,96.2796,98.4728,68.0559,-6.7717425096377,2022
Norfolk St.,MEAC,16,0.434247,100.66,103.002,66.9631,-3.0816928143509,2022
Texas A&M Corpus Chris,Slnd,16,0.322274,96.3956,102.832,69.2324,-7.6209670157722,2022
Connecticut,BE,4,0.96428,121.478,91.2094,66.7278,5.0331968720965,2023
Alabama,SEC,1,0.954842,116.081,89.0281,72.5515,10.193179464818,2023
Houston,Amer,1,0.953161,117.307,90.2685,63.3592,8.0461906858552,2023
UCLA,P12,2,0.952842,114.914,88.482,66.0718,8.4028705301673,2023
Tennessee,SEC,4,0.940125,111.211,87.5294,65.1467,2.8098131219623,2023
Texas,B12,2,0.93709,116.056,91.7615,68.4842,7.5330586070922,2023
Purdue,B10,1,0.933252,117.87,93.7109,63.9269,9.3898335987218,2023
Arizona,P12,2,0.929196,119.351,95.4127,72.1678,7.5708727126676,2023
Gonzaga,WCC,3,0.925079,123.171,98.9896,70.123,6.6444825178048,2023
Saint Mary's,WCC,5,0.921265,112.063,90.4845,61.9027,3.4037173015439,2023
San Diego St.,MWC,5,0.920477,110.773,89.5269,65.6929,5.6538299587726,2023
Marquette,BE,2,0.919694,118.712,96.0323,68.3803,7.827522283187,2023
Creighton,BE,6,0.917708,115.001,93.2454,67.6823,2.1581527531714,2023
Kansas,B12,1,0.91765,113.792,92.2711,69.0313,10.072110283431,2023
Duke,ACC,5,0.907157,113.301,92.929,64.8711,4.5020397169877,2023
Memphis,Amer,8,0.90301,115.352,95.0097,70.9986,4.7174638571503,2023
Baylor,B12,3,0.899127,121.687,100.608,66.8776,5.2348995004273,2023
West Virginia,B12,9,0.893292,117.244,97.4643,68.4236,1.4557898630677,2023
Arkansas,SEC,8,0.889425,111.904,93.3488,69.5145,0.3775407198016,2023
Xavier,BE,3,0.889041,118.01,98.4761,70.475,5.3587434044862,2023
Auburn,SEC,9,0.882879,113.13,94.9057,67.5984,1.0534773361909,2023
Florida Atlantic,CUSA,9,0.881499,114.026,95.7684,67.4583,4.7187311340594,2023
Texas A&M,SEC,7,0.880812,113.843,95.6691,65.9893,3.6844134825773,2023
Kansas St.,B12,3,0.880324,112.62,94.6798,69.8011,4.2362753605537,2023
Michigan St.,B10,7,0.877126,114.419,96.443,64.5942,2.4260627137112,2023
Kentucky,SEC,6,0.873786,115.653,97.7437,65.7725,1.6142093659037,2023
Miami FL,ACC,5,0.871486,119.142,100.874,68.6488,3.659089326426,2023
TCU,B12,6,0.870423,111.676,94.6298,69.6804,2.2390790126392,2023
Iowa St.,B12,6,0.867825,107.015,90.8612,64.003,2.4067431800361,2023
Utah St.,MWC,10,0.867046,115.385,98.0254,68.6321,2.9490629650411,2023
Maryland,B10,8,0.86583,112.615,95.7592,64.3289,1.0061473159231,2023
Northwestern,B10,7,0.864203,109.738,93.4263,64.5149,1.6036780515875,2023
Virginia,ACC,4,0.859104,110.039,94.0315,61.3226,4.1042568024467,2023
Indiana,B10,4,0.855716,113.084,96.8668,67.8548,3.4255371422149,2023
Penn St.,B10,10,0.854747,117.474,100.695,64.2857,1.3268770771893,2023
Iowa,B10,8,0.838516,119.894,103.894,69.5535,0.34707342567531,2023
Boise St.,MWC,10,0.836141,110.115,95.5645,66.2838,2.1443872446241,2023
USC,P12,10,0.829774,111.752,97.3718,67.9905,2.0737169829822,2023
North Carolina St.,ACC,11,0.827204,113.623,99.1586,69.2279,1.1277882710449,2023
Illinois,B10,9,0.821572,108.906,95.3642,69.775,0.88495574952584,2023
Arizona St.,P12,11,0.820653,108.412,94.983,68.0941,1.2276175357813,2023
Drake,MVC,12,0.815546,108.838,95.641,66.3038,-0.68590884644367,2023
Providence,BE,11,0.812821,114.943,101.164,66.8346,1.3461813137605,2023
VCU,A10,12,0.802588,105.523,93.4075,67.9223,0.97344651954106,2023
Mississippi St.,SEC,11,0.798543,103.436,91.7618,63.5884,0.3623258456724,2023
Missouri,SEC,7,0.793892,117.461,104.464,68.9283,3.5239456510915,2023
Iona,MAAC,13,0.790916,110.308,98.2568,68.5301,-1.6524286663158,2023
College of Charleston,CAA,12,0.786477,109.414,97.6862,70.9733,1.663165186284,2023
Pittsburgh,ACC,11,0.774255,113.11,101.614,67.2483,-0.25167180942044,2023
Kent St.,MAC,13,0.756049,106.992,96.9694,67.7855,0.81679503311934,2023
Nevada,MWC,11,0.75418,109.654,99.469,65.9044,0.65643974201766,2023
Oral Roberts,Sum,12,0.748735,111.758,101.635,70.187,1.5939413248215,2023
Louisiana Lafayette,SB,13,0.729885,110.758,101.586,68.3512,-0.5325855637229,2023
Princeton,Ivy,15,0.70831,109.109,101.008,66.9543,-3.1920276914317,2023
Furman,SC,13,0.698377,112.699,104.764,68.2356,-1.9963977031099,2023
Vermont,AE,15,0.687309,109.725,102.462,64.4893,-3.8259676903695,2023
Montana St.,BSky,14,0.687148,105.149,98.1954,66.252,-2.701330447688,2023
Colgate,Pat,15,0.66072,112.468,106.135,67.4522,-3.6540238349302,2023
Kennesaw St.,ASun,14,0.642814,105.605,100.345,68.4206,-1.4278785268945,2023
Grand Canyon,WAC,14,0.638829,111.342,105.956,64.8602,-3.7618456443942,2023
UC Santa Barbara,BW,14,0.612565,110.029,105.733,64.4429,-1.5134683928884,2023
Northern Kentucky,Horz,16,0.534881,102.593,101.353,61.9152,-6.683943761646,2023
UNC Asheville,BSth,15,0.46565,102.304,103.536,68.2355,-1.8624029908453,2023
Texas A&M Corpus Chris,Slnd,16,0.456579,105.763,107.376,68.9394,-6.0499630992012,2023
Howard,MEAC,16,0.403121,102.696,106.261,68.9945,-7.3195762958545,2023
Fairleigh Dickinson,NEC,16,0.290869,106.128,114.679,68.6231,-12.194627013298,2023
Southeast Missouri St.,OVC,16,0.282342,99.4129,107.813,72.0123,-11.655671558407,2023
Texas Southern,SWAC,16,0.239443,95.3521,105.433,69.1862,-13.489945855124,2023
